"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","osd_id","phase_shift","tissue","light_regime","is_circadian"
"GO:0009269 (response to desiccation)",0.00453600453600454,0.0256670043904086,-0.58610845422028,-1.75380102534989,23,18,"AT1G05260;AT2G37180;AT2G21620;AT1G76180;AT4G39090;AT1G44170","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009294 (DNA-mediated transformation)",0.028006947459835,0.0962046556812411,0.467484541288229,1.5643766274543,128,24,"AT3G18520;AT5G50320;AT5G09790;AT5G49160;AT4G38130;AT1G79000;AT1G32750;AT1G06230;AT5G22750;AT3G44750;AT4G13460;AT5G22650;AT5G53430;AT5G66750;AT1G43700;AT5G10550;AT2G23380;AT5G38110","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009395 (phospholipid catabolic process)",0.263334733305334,0.46678576632549,0.378268304138439,1.15376312898278,1253,17,"AT1G07230;AT3G05630;AT4G11840;AT2G26870;AT4G00240;AT4G35790;AT1G55180;AT4G11850;AT3G16785;AT3G03530;AT3G15730","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009407 (toxin catabolic process)",0.000178858880343409,0.00319946114338638,-0.598995662907645,-2.16132842162086,0,39,"AT1G10370;AT5G62480;AT2G30870;AT1G53680;AT1G78380;AT1G02950;AT1G78340;AT5G17220;AT1G78370;AT2G30860;AT2G47730;AT1G17190;AT2G29450;AT1G27130;AT2G29440;AT3G03190;AT2G29490","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009408 (response to heat)",0.0457499350142969,0.136352747493591,0.252745359571303,1.26715916494182,175,177,"AT3G24320;AT5G14800;AT2G04030;AT3G18520;AT2G46240;AT5G52640;AT2G38560;AT5G48030;AT5G23570;AT5G09590;AT1G16030;AT4G24280;AT3G12580;AT4G39960;AT3G08970;AT5G22060;AT2G25140;AT1G53540;AT3G48430;AT3G06010;AT1G74310;AT4G04950;AT2G33590;AT1G09530;AT1G79350;AT2G20180;AT1G54050;AT4G21320;AT4G26780;AT5G42020;AT5G15450;AT3G10140;AT5G17020;AT3G44110;AT2G47180;AT2G32120;AT5G05630;AT1G50500;AT1G71790;AT5G67030;AT1G52560;AT1G66340;AT3G23990;AT2G29500;AT1G03190;AT5G28540;AT5G18040;AT5G02500;AT1G32330;AT2G19540;AT2G27470;AT4G17750;AT5G16820;AT5G57560;AT2G19310;AT3G25230;AT5G08000","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009409 (response to cold)",0.00151699029126214,0.0114523125275813,-0.294627688418658,-1.48158459783861,9,303,"AT5G54470;AT1G35720;AT5G47230;AT3G23000;AT3G16690;AT1G05260;AT4G11150;AT3G05880;AT3G22840;AT1G20440;AT1G20450;AT5G11260;AT3G05890;AT3G50970;AT1G76180;AT3G17020;AT5G15970;AT1G12080;AT3G55990;AT4G39730;AT4G20260;AT5G44610;AT2G46830;AT5G37770;AT5G58780;AT5G10230;AT1G01120;AT5G59820;AT2G40880;AT5G15960;AT3G53990;AT5G65430;AT1G01060;AT5G38480;AT1G48500;AT5G65020;AT5G63980;AT2G38750;AT3G22370;AT3G59370;AT1G32070;AT4G27310;AT3G53600;AT1G22885;AT5G67450;AT2G47730;AT4G37930;AT1G17190;AT5G50720;AT1G31812;AT5G01820;AT1G15950;AT2G38760;AT1G45474;AT1G78080;AT5G10450;AT3G54890;AT1G15380;AT5G11790;AT3G50260;AT1G61520;AT1G65500;AT2G30250;AT4G02380;AT1G71730;AT1G29990;AT4G09650;AT5G01600;AT4G01370;AT3G08920;AT5G24090;AT2G42200;AT3G56200;AT5G58940;AT1G09350;AT1G18740;AT3G47470;AT4G26080;AT1G63940;AT1G35460;AT5G23290;AT1G16670;AT5G43170","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009411 (response to UV)",0.66031573217202,0.82437775186979,-0.250941436188739,-0.87282227816835,3638,33,"AT3G55120;AT1G51680;AT5G07990;AT1G65060;AT3G12610;AT5G59920;AT3G21240;AT1G20340","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009414 (response to water deprivation)",0.000302617642608564,0.00360767699423543,-0.311008731002276,-1.56642075849375,1,308,"AT5G67300;AT1G35720;AT3G16800;AT3G53420;AT3G57540;AT2G30870;AT2G37180;AT1G20440;AT1G20450;AT3G50970;AT4G23450;AT1G76180;AT2G16600;AT5G47120;AT3G13437;AT2G37170;AT5G15970;AT1G62660;AT5G40390;AT1G01620;AT4G39730;AT4G20260;AT5G03190;AT5G65790;AT3G61430;AT2G05620;AT3G14440;AT4G39090;AT4G00430;AT5G10230;AT2G40880;AT3G51920;AT5G15960;AT1G05850;AT3G14080;AT5G48870;AT3G12630;AT5G65020;AT3G50500;AT3G52450;AT5G63980;AT2G38750;AT4G23400;AT3G53600;AT1G22885;AT2G46680;AT2G22430;AT2G41870;AT1G47128;AT2G28740;AT5G47640;AT2G45960;AT5G50720;AT5G01820;AT2G35930;AT4G31920;AT3G05700;AT4G27410;AT2G38760;AT1G16060;AT3G43670;AT3G09940;AT1G69310;AT3G46620;AT5G12420;AT1G78080;AT1G19120;AT1G15380","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009416 (response to light stimulus)",0.0165718927701056,0.0690117178371521,-0.297906192272728,-1.40535196000436,101,177,"AT4G14690;AT1G06040;AT2G47460;AT1G80340;AT3G22840;AT4G18610;AT1G60950;AT1G78440;AT1G01120;AT5G59820;AT1G62480;AT5G49730;AT1G17060;AT4G36240;AT5G63600;AT1G55480;AT2G47890;AT2G30490;AT5G24314;AT5G63980;AT1G20090;AT1G22500;AT1G07090;AT2G31090;AT4G37930;AT1G15820;AT3G49120;AT1G02400;AT3G19040;AT4G10340;AT1G45474;AT5G11060;AT1G78080;AT1G79550;AT3G54890;AT4G01900;AT1G29930;AT1G61520;AT2G19690;AT5G38970;AT2G32390;AT4G02380","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009451 (RNA modification)",0.000252334090335604,0.00319946114338638,0.543692633252995,2.63476107401457,0,140,"AT5G13270;AT4G14050;AT1G69350;AT3G24000;AT3G26782;AT4G32450;AT1G53600;AT1G25360;AT1G15510;AT3G09040;AT1G71460;AT3G11460;AT3G49170;AT3G22150;AT2G40720;AT2G35030;AT4G30700;AT3G53360;AT5G03800;AT4G19220;AT2G33680;AT2G37310;AT1G29710;AT3G56550;AT3G15000;AT3G15130;AT3G13770;AT4G24770;AT2G21090;AT3G25970;AT2G37320;AT5G08305;AT5G39350;AT5G44230;AT1G06150;AT5G27110;AT4G14850;AT5G50250;AT3G62890;AT4G37170;AT1G31790;AT1G77170;AT4G22760;AT1G04840;AT3G28660;AT3G51320;AT3G57430;AT4G13650;AT2G15690;AT5G56310;AT2G03380;AT4G38010;AT5G50990;AT5G06540;AT4G39952;AT1G17630;AT1G03510;AT1G16480;AT3G05340;AT5G37570;AT5G47460;AT4G14170;AT2G22410;AT1G68930;AT4G21300;AT5G16860;AT4G35130;AT2G29760;AT1G56570;AT1G34160;AT1G43980;AT1G50270;AT3G16610;AT3G04750;AT3G26540;AT3G13880;AT4G33170;AT5G40405;AT4G32430;AT5G13230;AT2G02980;AT5G52850;AT4G18520;AT2G42920;AT3G58590;AT1G22830;AT5G42450;AT2G22070;AT3G49142;AT3G47530;AT1G09190;AT3G14730;AT3G08820","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009553 (embryo sac development)",0.000234962406015038,0.00319946114338638,0.510236054298455,2.17519145357054,0,69,"AT3G12280;AT3G23940;AT1G67120;AT5G48030;AT1G72970;AT5G41190;AT3G06400;AT1G17690;AT1G15440;AT3G21510;AT3G03110;AT5G60410;AT4G00020;AT1G14360;AT5G52820;AT3G11964;AT4G15570;AT3G05530;AT1G80560;AT4G16280;AT1G09100;AT1G72440;AT5G17020;AT1G31660;AT5G05560;AT5G05920;AT2G41500;AT3G48360;AT2G43410;AT5G55490;AT1G61140;AT2G02810;AT4G29170;AT5G52520;AT5G55820;AT3G06430;AT1G17560;AT1G77300;AT5G05970","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009555 (pollen development)",0.00163176502583628,0.0120951698893929,0.30111303903537,1.53467532701595,5,202,"AT3G12280;AT3G23940;AT2G37690;AT1G34355;AT1G79950;AT3G55200;AT5G12330;AT5G17310;AT4G00800;AT3G20910;AT5G41190;AT4G02460;AT4G14790;AT3G03110;AT1G74260;AT3G27580;AT1G18750;AT5G09790;AT3G18000;AT1G14360;AT3G07100;AT5G18480;AT3G05530;AT2G38185;AT1G80560;AT4G29860;AT4G29380;AT1G09100;AT1G72440;AT4G03550;AT5G17020;AT1G21630;AT3G13530;AT1G31660;AT3G54650;AT4G18530;AT5G24710;AT3G59530;AT5G58270;AT3G48360;AT1G47270;AT1G42470;AT2G43040;AT5G26850;AT2G36850;AT3G10490;AT5G55490;AT2G07050;AT1G05960;AT2G01690;AT1G53000;AT2G02810;AT1G53320;AT4G20060;AT4G29170;AT2G20400;AT3G06430;AT2G06510;AT3G06540;AT5G64510;AT4G33240;AT3G51610;AT1G49340;AT5G23670;AT1G77300;AT5G05970;AT3G55610;AT4G34200;AT1G12790;AT3G49080;AT2G43790;AT1G18370;AT3G63290;AT1G34220;AT4G09140;AT3G07160;AT3G09660;AT2G35690;AT3G48780;AT1G63180","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009556 (microsporogenesis)",0.171562366964666,0.354795643246656,0.385762921493245,1.24994626133611,805,21,"AT4G31880;AT1G15940;AT5G47690;AT4G15890;AT5G57790;AT2G36850","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009561 (megagametogenesis)",0.051697699890471,0.148265101572671,0.422010875633459,1.45605673190669,235,27,"AT5G45140;AT3G56990;AT3G06400;AT4G14790;AT3G60360;AT1G29940;AT5G57790;AT1G01960","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009567 (double fertilization forming a zygote and endosperm)",0.95487441464453,0.982341191377113,0.190895283322939,0.618537532774216,4485,21,"AT3G12280","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009585 (red, far-red light phototransduction)",0.497230507030251,0.694979651205501,0.308060255968033,0.969192753476179,2333,19,"AT1G25540;AT1G09570;AT4G18130;AT5G35840;AT3G22170;AT5G48150;AT4G02440","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009611 (response to wounding)",0.030337259964499,0.101849370142053,-0.28339506878809,-1.34277335399576,187,181,"AT5G56980;AT1G74020;AT2G38870;AT2G21970;AT1G76930;AT2G37040;AT3G25250;AT1G51680;AT5G44575;AT4G34190;AT5G13930;AT1G71697;AT5G59820;AT5G12140;AT2G26690;AT5G50200;AT5G44568;AT1G55480;AT2G32800;AT3G54420;AT1G48500;AT5G20900;AT2G30490;AT1G04220;AT3G53260;AT3G53600;AT1G22640;AT5G44585;AT2G46370","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009615 (response to virus)",0.116136363636364,0.272628992628993,0.347216933945513,1.30388260296939,510,38,"AT3G13460;AT5G09590;AT1G16030;AT3G12580;AT1G50030;AT5G64960;AT2G22010;AT4G13350;AT3G51440;AT4G19600;AT5G42900;AT5G02500;AT3G60240;AT2G43570;AT3G04720;AT5G02490","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009617 (response to bacterium)",0.162153012863913,0.343106884710516,-0.267596834462062,-1.17760928900335,957,109,"AT5G56980;AT3G52430;AT4G31550;AT1G62660;AT3G10260;AT3G55150;AT5G03760;AT2G32800;AT3G54420;AT1G65490;AT4G00860;AT5G67160;AT5G44585;AT1G22885;AT1G29640;AT1G11580;AT4G18980;AT3G28930;AT4G19690;AT3G50260;AT1G65500;AT1G69900;AT4G23630;AT5G49520;AT5G67500;AT5G01600;AT2G22330;AT1G64090;AT1G80460;AT1G01580;AT3G15352;AT5G06320;AT5G11630;AT4G39950;AT2G03440","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009620 (response to fungus)",0.895948753462604,0.952210031845054,-0.183091179911628,-0.776863146001165,5174,87,"AT1G21010;AT1G51680;AT3G55150;AT1G51360;AT3G18740;AT4G37240;AT3G44326;AT5G67620;AT5G12340;AT1G56540;AT1G18290;AT5G62900;AT3G21240;AT4G01370","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009624 (response to nematode)",0.28279327672847,0.487077371815608,-0.266680240243861,-1.10139108253095,1631,75,"AT3G22600;AT5G55850;AT5G54800;AT2G39010;AT1G64780;AT5G13580;AT4G39030;AT2G40460;AT1G72140;AT5G27350;AT5G44370;AT1G60960","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009625 (response to insect)",0.041896361631753,0.127364939360529,-0.440473758123217,-1.48428428689524,227,29,"AT3G52430;AT2G44300;AT5G44575;AT1G17860;AT5G44568;AT5G44585;AT1G74080;AT5G45800;AT4G31500;AT4G02380;AT2G22330;AT1G16670;AT5G65040;AT4G39950;AT4G13770","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009626 (plant-type hypersensitive response)",0.522535211267606,0.718781467083041,-0.251737834609777,-0.956976429597034,2967,49,"AT3G52430;AT3G21220;AT3G54420;AT4G05200;AT1G14780;AT4G37930;AT5G50260;AT3G20600","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009627 (systemic acquired resistance)",0.265222063037249,0.468764576530952,-0.31378933421925,-1.13841127052142,1480,40,"AT3G53980;AT3G52430;AT4G37150;AT2G23620;AT5G52810;AT5G05960;AT2G46370;AT3G07690","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009630 (gravitropism)",0.725499196694974,0.862208825488066,0.216010066688888,0.850969860538117,3160,47,"AT5G02750;AT1G54490;AT1G42540;AT1G09570;AT1G50030;AT1G68130;AT5G49665;AT1G05630;AT3G44610;AT1G31480;AT2G01940;AT5G35220","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009631 (cold acclimation)",0.0494718309859155,0.143918053777209,-0.375190071192794,-1.42627768013856,280,49,"AT2G15970;AT1G20440;AT1G20450;AT3G50970;AT1G76180;AT5G59820;AT5G15960;AT3G14080;AT5G38480;AT4G04800","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009637 (response to blue light)",0.236927348449792,0.432588071644064,0.287722006008154,1.14157612366416,1023,49,"AT5G53980;AT2G34640;AT4G33980;AT5G55280;AT3G28860;AT3G45780;AT1G10120;AT1G05630;AT5G42900;AT1G63980;AT5G27620;AT2G18915;AT4G18390","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009638 (phototropism)",0.327799063431247,0.524726012301897,0.337632045711758,1.09399294160018,1539,21,"AT1G09570;AT3G27580;AT5G47750;AT3G45780;AT3G44610","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009639 (response to red or far red light)",0.751441860465116,0.870979803718757,-0.248482828155216,-0.807032440242284,4038,25,"AT1G80340;AT4G25560","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009640 (photomorphogenesis)",0.616753926701571,0.789510173323286,-0.229049552170837,-0.912513683539582,3533,62,"AT1G06040;AT4G37470;AT5G11260;AT1G69640;AT2G31380;AT1G74660;AT2G46370","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009644 (response to high light intensity)",0.203244785166696,0.392294696448735,-0.316706327044597,-1.18595303158416,1139,46,"AT1G07600;AT4G34190;AT2G05620;AT1G55480;AT1G32070;AT4G04850;AT5G64940;AT2G42080;AT1G45474;AT3G54890;AT1G61520;AT3G47860","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009646 (response to absence of light)",0.437286592305941,0.642198666961382,0.25600582696336,1.00474966108211,1920,46,"AT5G53980;AT3G06850;AT3G48390;AT4G00630;AT3G47340;AT4G33980;AT4G24800;AT5G45630;AT5G63190;AT4G01800;AT3G57180;AT2G41100;AT4G06634;AT1G22730;AT5G42900","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009651 (response to salt stress)",0.82174688057041,0.916737804379467,-0.173118952516431,-0.882895985308475,5531,347,"AT5G67300;AT1G10370;AT1G35720;AT1G06040;AT1G13930;AT2G47460;AT1G15100;AT3G57540;AT3G32980;AT1G49300;AT1G70170;AT5G23750;AT1G62660;AT3G02140;AT4G39730;AT2G35612;AT5G44610;AT4G39090;AT5G10230;AT3G51920;AT1G05850;AT1G44170;AT2G01430;AT5G65020;AT3G50500;AT5G63980;AT2G38750;AT2G03760;AT1G22885;AT5G20270;AT4G40010;AT5G13180;AT2G41870;AT2G45960;AT5G01820;AT3G05700;AT2G38760;AT1G16060;AT1G73660;AT4G11393;AT1G69310;AT2G44480;AT5G12420;AT1G78080;AT3G57530;AT3G23490;AT4G27710;AT1G65500;AT2G30250;AT1G71730;AT2G45640;AT4G32150;AT4G34000;AT1G02730;AT4G01370;AT3G51960;AT4G21870;AT5G24090;AT1G66350;AT1G08920;AT3G62260;AT5G58940;AT3G17510;AT1G14080;AT5G27150;AT5G59720;AT4G38630;AT5G23290;AT3G44550;AT1G66280;AT2G17840;AT4G19810;AT3G16460;AT1G45249;AT5G27200;AT3G09260;AT5G38820;AT5G22500;AT5G11150;AT3G49210;AT1G65484;AT3G61890;AT3G44540;AT2G03440;AT2G38170;AT4G29920","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009658 (chloroplast organization)",0.000258197779499096,0.0032037602027643,0.355762692874806,1.73843421284423,0,150,"AT3G04340;AT1G64810;AT1G06950;AT5G63420;AT3G57190;AT3G26900;AT3G48870;AT3G63190;AT3G10350;AT1G11870;AT5G53080;AT5G67570;AT4G00630;AT4G34020;AT5G02250;AT2G25870;AT4G39460;AT2G47940;AT2G28000;AT3G19570;AT1G15510;AT3G54090;AT1G49970;AT3G18680;AT5G42480;AT5G55280;AT3G24560;AT3G47390;AT4G23940;AT5G15450;AT5G14100;AT5G26742;AT1G30610;AT5G16620;AT5G50920;AT4G26150;AT5G39980;AT3G62910;AT3G46740;AT5G58270;AT4G01800;AT2G16800;AT2G31840;AT1G43160;AT2G31530;AT3G57180;AT5G23040;AT1G24490;AT2G04270;AT3G19180;AT5G22370;AT4G37920","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009664 (plant-type cell wall organization)",0.416725352112676,0.625602503912363,-0.268955875662172,-1.0224304741848,2366,49,"AT1G76930;AT1G62980;AT1G05250;AT2G45890;AT5G44585;AT3G11490;AT1G12560;AT1G31420;AT1G64760;AT2G41480;AT5G62880;AT2G35620;AT3G03220;AT2G40610","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009682 (induced systemic resistance)",0.787103594080338,0.894502776076347,0.259170705797313,0.774144101519937,3722,16,"AT1G18570;AT5G51200;AT3G56400;AT5G57220;AT1G64790","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009686 (gibberellin biosynthetic process)",0.581380753138075,0.763454639110043,0.311440987441057,0.913751353357209,2778,15,"AT5G07200;AT5G03730;AT5G25900;AT2G20180;AT1G30040;AT5G61780;AT2G32440","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009693 (ethylene biosynthetic process)",0.960687022900763,0.986524193064796,-0.200471327572663,-0.588945435108063,5033,17,"AT1G31340;AT5G65800;AT1G62380;AT1G01480;AT1G05010;AT2G19590;AT1G48420;AT1G02500;AT3G51770;AT4G11280;AT2G41060;AT1G73500;AT1G12010;AT1G77330;AT3G15010;AT4G08040;AT3G56860","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009695 (jasmonic acid biosynthetic process)",0.881651766709238,0.949685599927578,0.218054046305851,0.706537162499123,4141,21,"AT2G43710","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009723 (response to ethylene)",0.0511627906976744,0.147426430067232,0.28343814022066,1.31422316510371,208,107,"AT1G54970;AT5G13330;AT5G25350;AT2G26070;AT5G42520;AT1G54490;AT3G16770;AT2G27050;AT3G03450;AT5G03730;AT3G09370;AT2G35550;AT1G14920;AT3G20770;AT1G09530;AT2G25490;AT4G24800;AT1G68120;AT1G06160;AT5G57090;AT1G66340;AT1G08720;AT1G25490;AT3G51440;AT1G70560;AT1G74840;AT5G39610;AT5G35220;AT1G19220;AT5G06100;AT1G02120;AT5G17490;AT1G13960;AT2G43790;AT5G08560;AT3G04720;AT5G03280","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009733 (response to auxin)",0.216313033893635,0.409714406876417,0.212803385642114,1.09369800894031,784,215,"AT1G80680;AT3G59900;AT5G54490;AT1G33410;AT5G20820;AT1G15750;AT5G12330;AT4G34770;AT5G10990;AT2G20000;AT4G16780;AT3G12670;AT4G03190;AT4G29940;AT5G56290;AT5G09410;AT1G48410;AT1G58220;AT1G76520;AT5G65940;AT1G50030;AT3G21110;AT3G09370;AT4G32551;AT4G16420;AT4G02570;AT2G25170;AT1G09530;AT1G17345;AT1G10840;AT3G47600;AT2G20180;AT1G26870;AT1G43850;AT3G62980;AT3G28860;AT1G79220;AT5G57090;AT4G26150;AT1G75580;AT1G59750","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009734 (auxin-activated signaling pathway)",0.679354499210665,0.83443946569714,-0.223219600888399,-0.87667559658158,3872,58,"AT1G13670;AT3G45600;AT5G23030;AT5G45550;AT1G04250;AT3G12090;AT5G65670;AT4G17350;AT5G43870;AT5G16760;AT2G19580;AT4G11260;AT1G56010;AT3G53020","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009735 (response to cytokinin)",0.91151832460733,0.957172955718923,-0.186313791086853,-0.742258093008989,5222,62,"AT1G30260;AT5G62920;AT1G05850;AT5G24314;AT1G74660;AT3G57040;AT4G31920;AT4G37790;AT1G13430;AT1G13420;AT4G38630;AT5G65800;AT1G03850;AT1G10470;AT4G34160;AT1G69690;AT1G64520;AT2G40670;AT3G18780;AT2G18300;AT1G19050","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009736 (cytokinin-activated signaling pathway)",0.382564462375022,0.585892174115903,-0.272215259942284,-1.04299723663178,2180,51,"AT1G67030;AT5G62920;AT3G29350;AT1G78100;AT5G39340;AT3G57040;AT3G30580;AT4G31920;AT1G78080;AT4G01540;AT2G46790;AT1G03430;AT1G31320;AT1G10480;AT5G24470;AT5G38790;AT1G26210;AT1G10470","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009737 (response to abscisic acid)",0.0964705882352941,0.237466063348416,-0.229288145144944,-1.17630333906983,655,364,"AT4G24130;AT5G67300;AT1G35720;AT2G15970;AT3G57540;AT3G05880;AT1G20440;AT4G28110;AT1G76930;AT1G20450;AT5G11260;AT3G50970;AT4G23450;AT3G57870;AT1G76180;AT1G63840;AT2G16600;AT5G15970;AT4G05100;AT1G62660;AT3G02140;AT5G44610;AT5G37770;AT1G75750;AT1G69260;AT5G37740;AT3G51920;AT5G15960;AT4G34990;AT5G48870;AT2G46270;AT1G44170;AT3G50500;AT2G32020;AT1G02340;AT2G32510;AT2G38750;AT3G28210;AT1G70670;AT5G19730;AT3G59370;AT2G43230;AT1G74660;AT2G35940;AT5G13180;AT2G46680;AT2G22570;AT5G53160;AT2G41870;AT5G65310;AT2G02820;AT5G50720;AT5G01820;AT3G05700;AT4G27410;AT1G16060;AT3G43670;AT1G05100;AT4G18980;AT5G46230;AT2G38610;AT1G11700;AT3G46620;AT5G12420","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009738 (abscisic acid-activated signaling pathway)",0.466195239737841,0.665367853898139,-0.231936112077999,-0.992179127560202,2702,91,"AT1G18720;AT1G69260;AT5G46790;AT3G21220;AT4G34990;AT5G45870;AT5G63980;AT1G02340;AT2G32510;AT2G46680;AT2G22430;AT5G53160;AT5G65310;AT1G05100;AT2G17290;AT3G59220;AT3G57530;AT4G37790;AT2G38310;AT4G34000;AT3G48040;AT2G30360;AT1G15080;AT2G18470;AT2G03440;AT1G74740;AT4G17870;AT2G28400;AT5G23580;AT2G43350","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009739 (response to gibberellin)",0.152430391694195,0.332178057885558,0.284542409592638,1.20777934651751,645,68,"AT2G36250;AT2G38560;AT2G22840;AT2G36400;AT3G03450;AT1G14920;AT2G25170;AT5G42480;AT3G19720;AT4G19700;AT1G79220;AT5G66880;AT2G36270;AT4G26150;AT4G36410;AT1G66340;AT2G37320;AT5G08520;AT5G13910;AT1G74840;AT5G67480;AT1G18080;AT5G04760;AT5G06100;AT5G17490","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009740 (gibberellic acid mediated signaling pathway)",0.35938543754175,0.560272682116369,0.290004840166116,1.05569339996914,1613,33,"AT3G11540;AT3G03450;AT1G14920;AT5G25900;AT1G09530;AT2G20180;AT1G54830;AT3G11440;AT4G26150","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009741 (response to brassinosteroid)",0.161363636363636,0.343106884710516,0.329820649671816,1.23855539624869,709,38,"AT2G44080;AT4G08950;AT3G20810;AT1G13260;AT4G00720;AT3G48430;AT5G26230;AT3G57180;AT3G20780;AT5G04240;AT1G17560;AT5G57560;AT5G58220","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009742 (brassinosteroid mediated signaling pathway)",0.815446868402533,0.914744826547491,-0.20622170308225,-0.798646051785591,4634,54,"AT1G22300;AT3G05800;AT3G54030;AT5G65430;AT4G15400;AT4G18890;AT2G42080;AT5G10450;AT1G35160","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009744 (response to sucrose)",0.323539699195523,0.521976288896952,-0.269821603290949,-1.07785937392872,1849,63,"AT3G16690;AT4G37220;AT3G04120;AT5G42890;AT1G74670;AT3G12700;AT5G47060;AT1G62480;AT5G20270;AT4G37680;AT4G01900;AT4G30850;AT4G17670;AT4G38630;AT5G41670;AT5G65420;AT1G16880;AT5G20700;AT5G03840;AT4G34160;AT1G20840;AT3G63210;AT1G22160;AT4G38320;AT1G08810;AT4G39795","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009749 (response to glucose)",0.515845070422535,0.714427796849434,-0.252821029816858,-0.961094174883261,2929,49,"AT3G16690;AT4G37220;AT1G74670;AT1G12080;AT5G47060;AT5G13420;AT3G59370","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009750 (response to fructose)",0.254691689008043,0.452785224903187,-0.414606259536786,-1.17812497388891,1329,15,"AT3G16690;AT4G37220;AT1G74670","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009751 (response to salicylic acid)",0.532730825598437,0.723819041482653,0.207472961708676,0.965344289014019,2180,109,"AT5G13330;AT2G40000;AT1G55870;AT4G35890;AT1G26190;AT1G61340;AT4G31800;AT3G09370;AT1G71220;AT2G20580;AT5G08790;AT1G73260;AT2G17520;AT2G06010;AT3G03950;AT5G45630;AT3G56400;AT5G56140;AT1G43160;AT4G23810;AT3G48360;AT3G20470;AT5G24360;AT3G51440;AT5G08520;AT1G15780;AT5G67480;AT1G62810;AT5G04760;AT1G60490;AT1G80840;AT5G43470;AT1G02120","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009753 (response to jasmonic acid)",0.0256147540983607,0.090545177277926,-0.324204925722121,-1.41551915033074,149,104,"AT5G67300;AT5G56980;AT1G74020;AT1G76930;AT1G70170;AT5G13930;AT3G50660;AT2G26690;AT4G20860;AT1G65490;AT3G53600;AT5G67160;AT1G51360;AT1G22885;AT2G46370;AT4G14940;AT1G53940;AT3G43670;AT3G09940;AT5G14200;AT1G74950;AT5G11790;AT2G34810;AT1G65500;AT1G19570;AT1G18150","OSD-281",-0.17,"root","unknown",FALSE
