"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","osd_id","phase_shift","tissue","light_regime","is_circadian"
"GO:0006893 (Golgi to plasma membrane transport)",0.0209018318459371,0.0641123496043646,-0.547672390579465,-1.63379645935815,88,16,"AT5G12350;AT3G10380;AT5G05570;AT1G59820;AT4G02350;AT5G49830;AT1G47560;AT1G47550;AT5G12370;AT5G09810;AT1G76850;AT4G35560","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006896 (Golgi to vacuole transport)",0.184372049102927,0.333557697617056,-0.428058407738534,-1.25263217191781,780,15,"AT5G39510;AT1G23900;AT5G16830;AT3G52850;AT4G02195;AT3G55480","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006897 (endocytosis)",0.00026816840976133,0.00322814047976846,-0.526872464403366,-2.03307705653118,0,43,"AT1G08670;AT1G60490;AT1G04440;AT5G43320;AT3G58600;AT4G28860;AT4G28880;AT4G28540;AT1G72710;AT2G43160;AT4G16144;AT4G14340;AT1G21630;AT5G46630;AT2G26890;AT5G13300;AT5G57015;AT5G25250;AT3G13670;AT3G20290;AT5G18190;AT2G25760;AT5G11710;AT3G56960;AT1G03900","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006900 (vesicle budding from membrane)",0.000980872976949485,0.00645151504426569,-0.592016587154465,-1.93209336788202,3,22,"AT5G35200;AT4G25940;AT4G29160;AT2G01600;AT4G32285;AT5G10410;AT2G25430;AT1G05020;AT1G68110;AT4G40080;AT5G63880;AT5G04850;AT3G10640;AT3G62080;AT5G09260","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006906 (vesicle fusion)",0.164298630844743,0.309210992563263,-0.350098613409316,-1.23693879119877,635,30,"AT1G79590;AT5G39510;AT3G17440;AT3G52400;AT1G16240;AT5G46860;AT3G09740;AT5G16830","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006913 (nucleocytoplasmic transport)",0.254422476586889,0.429422063657235,0.42973536821967,1.1829211404918,1466,15,"AT3G25520;AT1G27310;AT3G16310;AT4G37130;AT1G27970;AT1G59660","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006914 (autophagy)",0.000248447204968944,0.00322814047976846,-0.672223054018454,-2.26968064908134,0,25,"AT5G54730;AT2G31260;AT4G30790;AT4G21980;AT3G61960;AT5G66930;AT2G44140;AT1G54710;AT5G47480;AT5G45900;AT4G36630;AT3G62770;AT1G73190;AT3G49590","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006950 (response to stress)",0.00422892585283338,0.0190121773293791,-0.391400217982261,-1.63400280604914,14,62,"AT4G33420;AT3G21770;AT1G22770;AT1G05260;AT5G64100;AT5G42180;AT4G25580;AT5G64120;AT2G41480;AT4G11290;AT5G17820;AT2G31130;AT5G59820;AT3G01190;AT2G28710;AT1G17780;AT5G51890;AT5G15180;AT5G39580;AT5G22410;AT4G21960;AT1G73130;AT1G34510;AT5G64110;AT2G37130;AT5G44070;AT2G38340;AT5G52300;AT2G40340;AT3G46080;AT2G37430;AT1G77100","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006952 (defense response)",0.000452079566003617,0.00418009801609141,-0.365615601073985,-1.91281663992967,0,236,"AT4G24230;AT2G01530;AT1G70850;AT4G31110;AT1G27170;AT4G31100;AT5G40100;AT1G16130;AT4G24180;AT1G19230;AT1G64060;AT1G66340;AT5G45250;AT5G15130;AT1G23120;AT1G35260;AT2G02130;AT1G14960;AT1G16120;AT5G44510;AT5G22690;AT1G72520;AT5G64930;AT5G22630;AT5G51060;AT4G11650;AT1G07310;AT5G18370;AT1G16160;AT4G22212;AT1G16150;AT5G18350;AT1G77700;AT1G12220;AT2G43510;AT1G09090;AT5G58430;AT1G72870;AT2G17060;AT1G77380;AT1G79670;AT5G48770;AT1G56540;AT5G24620;AT3G49120;AT2G39200;AT3G11840;AT4G36150;AT5G40910;AT5G46760;AT5G07390;AT1G63730;AT4G16960;AT5G02140;AT3G09710;AT5G38350;AT2G37040;AT3G16510;AT3G25510;AT3G16720;AT2G01520;AT5G40780;AT2G35930;AT3G44720;AT1G72850;AT3G52530;AT3G26460;AT3G03040;AT2G15010;AT5G51630;AT4G17880;AT2G41060;AT1G72950;AT1G65850;AT5G58120;AT5G23950;AT1G16110;AT5G40020;AT5G55240;AT3G57730;AT5G43580;AT5G13530;AT5G60300;AT1G27180;AT2G16870;AT2G02120;AT3G53260;AT5G46790;AT1G09070;AT4G15740;AT1G75030;AT3G56860;AT1G72900;AT5G48780;AT4G23570;AT4G07990;AT5G40090;AT1G72860;AT1G12280;AT5G24780;AT1G14930;AT4G19520;AT5G43570;AT2G13650;AT5G15410;AT1G72890;AT1G22890;AT1G79680;AT3G15010;AT1G08370;AT5G41740;AT1G14950;AT1G70840;AT3G23240;AT5G14930;AT1G70880;AT2G30860;AT5G11250;AT2G47730;AT3G44480;AT1G20030;AT2G37940","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006955 (immune response)",0.0038961038961039,0.0182773109243697,-0.470888652048007,-1.71340479853689,14,34,"AT4G27290;AT5G60360;AT1G28380;AT5G61010;AT5G58430;AT4G21230;AT1G29690;AT4G21390;AT4G03230;AT4G38830;AT3G25070;AT1G11410;AT4G21410;AT4G04490;AT3G29400;AT4G00970;AT4G27300;AT1G11300;AT4G28460","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006970 (response to osmotic stress)",0.000369276218611521,0.0036812223042836,-0.385605001357234,-1.88921889262305,0,152,"AT1G15380;AT3G20250;AT1G32230;AT2G30250;AT4G02590;AT5G49450;AT1G27320;AT4G10310;AT2G23030;AT1G66270;AT1G10940;AT2G22660;AT5G45800;AT4G28300;AT1G60940;AT2G37180;AT4G08500;AT3G19420;AT4G04920;AT2G17820;AT3G46930;AT1G65690;AT3G56400;AT2G43790;AT3G59770;AT4G18780;AT5G51740;AT3G21780;AT2G43850;AT5G03280;AT1G78290;AT1G50460;AT1G69310;AT2G38470;AT1G55960;AT3G62770;AT3G45640;AT1G43700;AT4G35160;AT5G35750;AT1G55180;AT1G29290;AT4G39090;AT5G53450;AT1G16540;AT1G20440;AT5G54110;AT3G16690;AT3G12630;AT5G66880;AT3G56200;AT3G03740;AT5G08560;AT5G38710;AT1G51140;AT2G47770;AT5G41580;AT1G33270;AT3G14440;AT1G58340;AT5G06760","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006974 (DNA damage response)",0.460441710930948,0.644214499065668,-0.243308029867104,-0.99580621801077,1646,56,"AT1G67500;AT5G65770;AT3G27630;AT3G09370;AT4G30870;AT5G44750;AT1G43850;AT2G31865;AT5G57160;AT2G32700","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006979 (response to oxidative stress)",0.000943396226415094,0.0063356504468719,-0.279197066676043,-1.47337786022825,1,256,"AT1G15380;AT4G33420;AT3G20340;AT3G21770;AT1G32230;AT5G20250;AT2G24550;AT5G66390;AT1G49570;AT2G38380;AT3G32980;AT1G05260;AT5G59080;AT2G18980;AT2G01980;AT3G01420;AT5G64100;AT1G52760;AT2G47180;AT1G09970;AT5G42180;AT5G56550;AT2G40000;AT1G45145;AT2G18150;AT5G64120;AT5G25620;AT2G41480;AT2G04795;AT5G39610;AT3G46930;AT4G11290;AT4G36430;AT2G43790;AT5G54500;AT5G17820;AT5G06720;AT5G14130;AT5G61640;AT3G49120;AT1G52200;AT3G63080;AT5G51740;AT5G03280;AT1G21520;AT4G37520;AT1G20620;AT1G43850;AT2G35380;AT2G38390;AT4G37530;AT5G44380;AT4G11850;AT4G26970;AT5G59820;AT4G11280;AT4G39640;AT4G11830;AT5G17000;AT5G19890;AT3G01190;AT3G62770;AT2G32700;AT2G37040;AT3G45640;AT1G09000;AT2G19810;AT1G68850;AT3G07700;AT5G51890;AT4G23190;AT5G41150;AT4G20830;AT3G53990;AT1G14870;AT5G15180;AT4G35770;AT1G13340;AT5G39580;AT1G27730;AT1G73680;AT5G22410;AT4G30170;AT4G08780;AT5G47000;AT1G02930;AT5G06730;AT4G17070;AT1G75280;AT3G22380;AT4G21960;AT1G19020;AT1G34510;AT1G08830;AT4G12720;AT5G05340;AT5G26030;AT5G64110;AT3G53260","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0006995 (cellular response to nitrogen starvation)",0.052182898475846,0.126588171968022,-0.407420677751333,-1.43946425762595,201,30,"AT4G04620;AT2G45170;AT4G21980;AT5G45900;AT1G20620;AT1G55180;AT5G45380;AT1G29290;AT3G16690;AT4G16520;AT3G15580;AT3G61710;AT2G05630;AT1G70460;AT1G06830;AT3G26840;AT1G62040","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007005 (mitochondrion organization)",0.00159464200287036,0.00933377612689254,0.506750667858256,1.7796148094596,9,42,"AT5G64050;AT1G11870;AT5G24650;AT2G29530;AT3G49560;AT1G03560;AT3G46560;AT3G03060;AT2G20530;AT4G36580;AT5G40770;AT3G23990;AT1G03860;AT1G55890;AT5G64400;AT5G13610;AT2G18330;AT3G58840;AT5G16930;AT1G30010;AT5G61990;AT3G27280","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007010 (cytoskeleton organization)",0.779770194986072,0.887347449038421,0.273998400773229,0.766678285709378,4478,16,"AT1G14840;AT2G37620;AT3G53750","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007015 (actin filament organization)",0.0869798657718121,0.189396431271045,-0.335875058060632,-1.31110872841658,323,45,"AT2G31900;AT5G54280;AT2G40820;AT5G20490;AT4G30160;AT4G28710;AT5G45970","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007017 (microtubule-based process)",0.81117064458516,0.900046732600578,0.235033349007072,0.770924389271104,4995,31,"AT5G55280;AT5G20110;AT4G15930;AT5G62700;AT1G63640;AT4G14960;AT1G50010;AT1G23220;AT5G49510;AT1G04820","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007018 (microtubule-based movement)",0.522341628959276,0.686345280618597,-0.233901335813466,-0.963424191158728,1846,59,"AT5G27000;AT5G27950;AT2G47500;AT1G73860;AT1G09170;AT3G54870;AT3G44730;AT1G21730;AT4G38950","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007030 (Golgi organization)",0.998701298701299,1,-0.132961795556621,-0.483803076455469,3844,34,"AT3G61570;AT5G47480;AT1G21900;AT1G26690;AT1G14010;AT2G19950;AT3G07100;AT2G46180","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007031 (peroxisome organization)",0.00776502363268062,0.0303969228277079,0.568904651303942,1.72767425849854,45,22,"AT3G05290;AT3G47430;AT2G45740;AT5G27520;AT3G04460;AT1G47750;AT5G62810;AT3G61070;AT5G08470;AT3G18160;AT1G79810;AT5G17550","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007033 (vacuole organization)",0.000250375563345017,0.00322814047976846,-0.669390516144026,-2.28034889700222,0,26,"AT3G14270;AT4G33240;AT1G15130;AT4G19640;AT4G38360;AT2G38020;AT3G54300;AT1G71010;AT4G36630;AT4G18710;AT5G46860;AT3G54860;AT4G16144;AT1G12470;AT2G26890;AT2G05170;AT1G34260;AT5G04920;AT1G17260;AT5G54800","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007034 (vacuolar transport)",0.0882878285276856,0.190941134239537,-0.393124025334704,-1.36159481190938,345,28,"AT2G06530;AT1G08190;AT4G29160;AT5G45130;AT2G17990;AT1G73030;AT3G28430;AT3G52850;AT1G03950;AT5G63880;AT5G04850;AT1G24460;AT3G10640;AT3G62080;AT5G09260","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007059 (chromosome segregation)",0.714582611707655,0.845832479164163,0.285491009445413,0.824007326473982,4125,18,"AT5G63920;AT4G19350;AT3G60660;AT1G77720","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007131 (reciprocal meiotic recombination)",0.03076171875,0.0831609176377119,0.457318759049587,1.52079296530862,188,33,"AT3G22880;AT1G22260;AT1G60460;AT2G33793;AT5G50930;AT3G02930;AT1G65010;AT5G64520;AT4G27595;AT1G53490;AT4G29170;AT5G02820;AT4G32190;AT5G55260;AT2G45280;AT4G14970;AT1G05180;AT4G24710;AT3G19210;AT1G07745;AT1G22275","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007166 (cell surface receptor signaling pathway)",0.000264970853206147,0.00322814047976846,-0.556654002930723,-2.11085583078536,0,40,"AT4G31110;AT5G04720;AT4G31100;AT3G28690;AT1G16130;AT3G46510;AT2G23450;AT1G16120;AT4G36030;AT1G16160;AT1G16150;AT5G66790;AT5G45840;AT1G79670;AT5G66200;AT3G01300;AT3G52530;AT3G26600;AT5G15080;AT1G16110;AT3G57730","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007186 (G protein-coupled receptor signaling pathway)",0.70474600524684,0.841999908890419,-0.264960503507824,-0.83022869363544,2954,19,"AT4G34390;AT3G26090;AT4G34460;AT5G02630;AT5G11210","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007264 (small GTPase-mediated signal transduction)",0.405306971904266,0.593563975068282,0.378528608722052,1.04196565293964,2336,15,"AT4G35950;AT4G28950;AT1G75840;AT2G17800;AT3G48040;AT4G16340;AT3G51300;AT1G20090;AT4G35020","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007267 (cell-cell signaling)",0.0613093176307586,0.143093818870117,0.515031158771837,1.46681398571179,353,17,"AT5G67070;AT1G72970;AT4G12970;AT2G30370;AT4G13950;AT4G14010;AT3G23805","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007275 (multicellular organism development)",0.590405264980949,0.745898136748209,0.314122140502782,0.906644821091898,3408,18,"AT4G27760;AT5G17520","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0007623 (circadian rhythm)",0.541049604601006,0.707953454894434,0.230966390989597,0.957106746592766,3762,105,"AT4G26150;AT5G64940;AT4G37930;AT4G18020;AT5G58140;AT3G19720;AT1G01060;AT1G09340;AT1G27450;AT1G32070;AT4G09970;AT5G02120;AT5G56860;AT4G24500;AT3G63140;AT3G01060;AT4G18290","OSD-38",-0.52,"whole_seedling","dark",TRUE
"GO:0008104 (protein localization)",0.0193467336683417,0.0611050301010001,-0.462461257066824,-1.59335863053385,76,27,"AT2G19710;AT1G34220;AT5G10450;AT4G32350;AT1G59820;AT2G42590;AT3G02520;AT1G34760;AT1G13340;AT5G49830;AT1G52315;AT5G16050;AT1G22300;AT5G65430;AT4G29440;AT1G35160;AT5G09810","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0008284 (positive regulation of cell population proliferation)",0.691938579654511,0.831368764255325,-0.268031021363524,-0.852833265175258,2883,20,"AT4G32880;AT3G07870;AT4G37120;AT3G04740","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0008285 (negative regulation of cell population proliferation)",0.377137024751212,0.569736317824915,-0.304263791536998,-1.05382518826199,1477,28,"AT5G57620;AT1G17980;AT5G02320;AT1G19270;AT3G09370;AT5G06100;AT3G14362;AT3G02493;AT3G11440","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0008356 (asymmetric cell division)",0.451506754416349,0.637303781676174,0.352685175109643,1.0044509707678,2606,17,"AT5G60880;AT1G80080;AT4G31805;AT5G08010;AT2G02080;AT1G46264;AT2G37630;AT1G14580;AT3G09730","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0008360 (regulation of cell shape)",0.0618288881191548,0.143443020436439,0.514275746282218,1.46466256324757,356,17,"AT1G63680;AT4G35950;AT4G28950;AT1G75840;AT2G17800;AT3G48040;AT4G16340;AT3G51300;AT1G01510;AT1G20090;AT4G35020","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0008380 (RNA splicing)",0.432238349885409,0.621099250511015,0.264061754034485,1.01520731466988,2828,68,"AT4G02990;AT4G25270;AT2G41720;AT3G17170;AT5G60870;AT5G15980;AT3G53460;AT4G02820;AT4G18520;AT1G06790;AT4G14510;AT5G04430;AT4G02840","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0008610 (lipid biosynthetic process)",0.459435933147632,0.644214499065668,0.355692851952719,0.995268531511934,2638,16,"AT2G43710;AT3G58830;AT1G14290;AT2G45970;AT2G26250","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009058 (biosynthetic process)",0.940584867708494,0.980544355552319,0.186041168392839,0.696616640045389,6078,58,"AT5G22020;AT4G31990;AT1G63680;AT2G29690;AT2G30970;AT4G23590;AT1G08470;AT5G11520;AT4G02850;AT3G51420;AT1G77670;AT5G19550","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009089 (lysine biosynthetic process via diaminopimelate)",0.00017343045438779,0.0028480108563674,0.778957967445593,2.14421691903864,0,15,"AT2G44040;AT1G31230;AT4G33680;AT4G19710;AT3G14390;AT5G52100;AT2G45440;AT5G11880;AT3G59890;AT1G14810","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009098 (L-leucine biosynthetic process)",0.426465487339577,0.615576879915498,0.371320572390724,1.02212428267243,2458,15,"AT1G31180;AT1G74040;AT2G43090;AT3G49680","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009266 (response to temperature stimulus)",0.65446371226718,0.798370647086924,0.253995657521024,0.882482625802285,4075,40,"AT4G28590;AT5G05580;AT2G34640;AT3G29320","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009269 (response to desiccation)",0.152746982015275,0.29441865415633,-0.375447117688127,-1.26073656197133,619,24,"AT1G54100;AT1G05260;AT2G37180;AT1G52330;AT1G76180;AT1G48130;AT4G39090","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009294 (DNA-mediated transformation)",0.673247448552786,0.818155947003195,0.27453849138186,0.859326186140137,4023,25,"AT5G38110;AT5G49160;AT5G66750;AT2G23380;AT5G03760","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009395 (phospholipid catabolic process)",0.010406811731315,0.0374973412095724,-0.567507743389183,-1.72294258447917,43,17,"AT3G03520;AT4G00240;AT5G25370;AT4G19860;AT3G16785;AT4G11840;AT4G11850;AT4G11830;AT1G55180","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009407 (toxin catabolic process)",0.239417989417989,0.412834262834263,-0.304516913371125,-1.14540531648255,904,39,"AT1G02950;AT1G27140;AT2G29490;AT5G62480;AT1G78340;AT3G43800;AT1G02920;AT2G29480;AT1G17190;AT1G27130;AT1G02930;AT2G02390;AT4G02520;AT1G74590;AT1G53680;AT1G17170;AT1G69930;AT2G02930;AT3G09270;AT1G17180;AT2G30860;AT2G47730;AT2G30870","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009408 (response to heat)",0.521994134897361,0.686345280618597,0.215784775143336,0.972409540043132,3915,190,"AT3G47860;AT1G36390;AT5G19730;AT2G04030;AT5G60970;AT5G49910;AT4G39960;AT2G22360;AT5G08000;AT3G17830;AT1G13440;AT4G24280;AT4G26850;AT4G02450;AT1G80030;AT2G43130;AT4G35987;AT3G10140;AT5G15450;AT4G10250;AT4G27720;AT4G13670;AT1G56260;AT3G44990;AT1G71790;AT4G26780;AT1G08550;AT1G13930;AT3G24320;AT5G53170;AT4G21870;AT5G14800;AT2G39770;AT2G03440;AT5G05630;AT4G15802;AT2G28840;AT5G10010","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009409 (response to cold)",0.0213706705969049,0.0649261325753588,0.275631960529435,1.31181461005335,173,321,"AT1G63940;AT1G23740;AT1G45474;AT3G12780;AT3G49260;AT1G03680;AT3G52150;AT3G11170;AT1G74710;AT2G46090;AT3G20930;AT2G07340;AT2G39460;AT5G51820;AT3G11630;AT4G37930;AT5G11790;AT4G31990;AT3G47520;AT3G02870;AT4G09650;AT1G08810;AT2G39730;AT2G01918;AT1G42970;AT4G28210;AT1G01060;AT1G70200;AT1G09340;AT1G32070;AT1G53240;AT5G61410;AT3G13960;AT2G28900;AT4G38840;AT1G55490;AT5G13650;AT5G23070;AT3G22840;AT3G54050;AT3G21300;AT5G06290;AT5G20720;AT4G39730;AT1G08780;AT4G24500;AT1G67090;AT1G74520;AT1G09780;AT1G01860;AT4G35987;AT1G16880;AT2G33800;AT4G24770;AT3G08920;AT1G31812;AT2G33380","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009411 (response to UV)",0.00291497975708502,0.0147296297198882,0.51429669822577,1.74777431321882,17,36,"AT5G51100;AT5G18070;AT1G65060;AT3G55120;AT5G63310;AT5G63890;AT2G34640;AT1G08810;AT5G58760;AT1G16190","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009414 (response to water deprivation)",0.000553403431101273,0.00452655626977708,-0.303473921880299,-1.64690891728551,0,340,"AT2G32150;AT1G15380;AT1G30270;AT1G62280;AT1G32230;AT1G07200;AT2G01830;AT1G27320;AT3G16800;AT5G24030;AT1G68820;AT4G34890;AT1G75380;AT3G13380;AT1G31710;AT5G65790;AT1G55610;AT4G31920;AT1G08720;AT2G47180;AT5G10230;AT2G29970;AT3G19290;AT3G61430;AT2G26650;AT1G73330;AT2G37180;AT1G07000;AT3G16857;AT5G13330;AT2G17820;AT5G12290;AT3G46930;AT5G50720;AT3G46620;AT5G25370;AT5G58430;AT1G62810;AT1G04400;AT3G51920;AT2G38760;AT2G37170;AT4G39400;AT1G36730;AT5G58670;AT1G49230;AT4G24020;AT4G23450;AT2G39550;AT1G76180;AT2G42620;AT4G18780;AT5G23010;AT4G34100;AT1G69600;AT4G37790;AT5G47120;AT3G20840;AT3G26090;AT2G29130;AT3G55530;AT1G63490;AT4G02280;AT1G69310;AT2G18050;AT1G16060;AT4G18710;AT4G11280;AT1G08930;AT2G38470;AT3G62770;AT2G32700;AT1G08920;AT1G59870;AT3G02130;AT5G59550;AT2G35930;AT5G35750;AT4G39090;AT5G60410;AT1G20440;AT3G12630;AT4G30960;AT1G01620;AT1G62660;AT5G12420;AT5G66880;AT3G15500;AT3G19580;AT3G56200;AT1G27730;AT5G37500;AT3G02480;AT2G46680;AT5G38710;AT1G02930;AT1G22885;AT1G51140;AT5G59320;AT3G22380;AT5G45340;AT2G17840;AT4G35300;AT1G19020;AT4G25620;AT3G14440;AT3G17520;AT4G34000;AT5G06760;AT1G20840;AT1G52690;AT2G38340;AT3G23250;AT5G52300;AT5G57050;AT3G50980;AT4G08920;AT1G01480;AT3G53420;AT3G06010;AT4G20260;AT2G40130;AT5G13750;AT5G17960;AT2G35300;AT3G50970;AT2G21490;AT2G18960;AT1G58440;AT1G65500;AT2G33700;AT5G66400;AT2G31870;AT3G13437;AT1G22890;AT5G40010;AT1G43160;AT3G30775;AT5G64010;AT1G75080;AT3G02840;AT5G64960","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009416 (response to light stimulus)",0.000131717597471022,0.0028480108563674,0.396660673670849,1.79932106450411,0,201,"AT5G49330;AT1G55480;AT4G20940;AT5G35220;AT1G45474;AT5G24314;AT4G26150;AT5G04140;AT3G57180;AT5G18570;AT5G63570;AT4G34250;AT4G25130;AT3G23290;AT4G25050;AT4G20130;AT2G34640;AT3G18680;AT5G63420;AT4G37930;AT1G08810;AT2G39730;AT2G32400;AT1G42970;AT1G69935;AT1G15510;AT3G51080;AT1G60950;AT2G42070;AT1G21600;AT1G70940;AT5G40850;AT3G22840;AT5G02200;AT5G56860;AT4G14690;AT2G29650;AT1G54520;AT3G02570;AT4G01900;AT1G58290;AT1G16880;AT2G31160;AT3G46610;AT1G19150;AT5G28490;AT4G27430;AT2G19690;AT4G13670","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009451 (RNA modification)",0.000134553283100108,0.0028480108563674,0.454654912898629,2.02606935594947,0,172,"AT5G50250;AT2G29760;AT3G22150;AT2G02980;AT5G48910;AT3G57430;AT5G03800;AT5G55740;AT1G15510;AT1G18485;AT3G49170;AT1G03510;AT1G71460;AT4G24770;AT3G63370;AT3G47840;AT4G04370;AT2G21090;AT4G18520;AT1G31920;AT1G19720;AT2G15690;AT2G22410;AT3G23330;AT1G47580;AT5G44230;AT4G21065;AT3G15000;AT5G13270;AT3G13770;AT5G52850;AT1G50270;AT3G24000;AT5G50990;AT4G22760;AT1G31430;AT3G03580;AT4G37170;AT4G39530;AT4G14170;AT4G30700;AT3G26630;AT2G01510;AT1G29710;AT3G62890;AT2G37320;AT1G71490;AT3G25970;AT2G02750;AT1G68930;AT2G13600;AT3G22690;AT3G26540;AT2G27610;AT2G41080;AT5G42450;AT5G40410;AT4G19220;AT3G14730;AT4G15720;AT3G08820;AT2G34400;AT5G08305;AT5G43790;AT3G13880;AT3G26780;AT5G15300;AT4G13650;AT1G56570;AT3G02010;AT2G33680;AT5G39350;AT5G40405;AT1G16480;AT1G04840;AT2G03880;AT4G19191;AT3G26782;AT5G47460;AT3G15130;AT5G16860;AT1G25360;AT1G53600;AT4G38010;AT4G14050;AT2G40720;AT5G08490;AT2G35030;AT2G20540;AT5G56310;AT4G01030;AT3G56550;AT4G32430;AT1G56690;AT4G02750;AT4G16835;AT3G47530;AT3G21470;AT4G08210;AT3G11460;AT1G33350;AT1G08070;AT1G20230;AT1G09190;AT2G33760;AT1G34160;AT4G14820;AT2G36980;AT5G15340;AT1G71420;AT2G46050;AT3G20730","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009553 (embryo sac development)",0.887137925859223,0.946477816611743,0.194792058924816,0.76280664862324,5910,74,"AT5G62230;AT5G52520;AT3G23940;AT5G07180;AT1G72970;AT4G00020;AT3G06430;AT1G16280;AT5G55820;AT1G17560;AT2G35020;AT4G15570;AT1G80560;AT4G30930;AT3G03110;AT5G05560;AT5G05620;AT4G18830;AT3G11964;AT4G29170;AT2G34260","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009555 (pollen development)",0.441998306519898,0.630487794529351,-0.19389224479304,-1.00338978789326,1043,219,"AT3G14270;AT5G63160;AT3G48360;AT1G42470;AT3G27580;AT4G33240;AT2G34830;AT4G29380;AT1G72520;AT4G18530;AT1G75520;AT3G12070;AT1G34220;AT3G48780;AT2G43790;AT1G79530;AT3G07980;AT4G04970;AT4G00800;AT4G02080;AT1G63180;AT2G41830;AT3G06540;AT5G50260;AT5G01450;AT3G48520;AT1G56430;AT1G08600;AT3G20910;AT5G12330;AT4G20060;AT4G00330;AT5G05570;AT2G37040;AT3G45640;AT3G21180;AT1G77300;AT2G16910;AT1G21630;AT5G55490;AT5G21080;AT3G10470;AT2G35210;AT2G35060;AT3G10490;AT2G06510;AT2G35690;AT4G17530;AT4G29860;AT5G05850;AT5G64510;AT5G54740;AT5G36260;AT1G79950;AT1G80090;AT5G41170","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009556 (microsporogenesis)",0.853609288238264,0.927772957233411,0.23531756353328,0.728151355387344,5072,24,"AT5G18700;AT1G32310;AT5G42740;AT1G71830;AT1G34210;AT1G06660;AT1G77390;AT5G07280;AT1G02065;AT1G31810;AT4G15890;AT2G13680","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009561 (megagametogenesis)",0.588974066220845,0.745898136748209,0.279774963923673,0.911221543072012,3610,30,"AT2G34860;AT4G31610;AT1G16280;AT4G31620;AT3G59550;AT3G60360;AT3G57860;AT5G45140;AT4G34200;AT2G04660;AT5G09250;AT4G00310;AT2G42260","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009567 (double fertilization forming a zygote and endosperm)",0.600248447204969,0.753855333300729,-0.270322075913056,-0.912710120623916,2415,25,"AT5G02100;AT4G02590;AT3G05690;AT1G29300;AT4G00080","OSD-38",-0.52,"whole_seedling","dark",FALSE
